Query ID: 1 ; Query: coronavirus origin
Top 5 -> Document ID: g6rpxady ; Score: 1.3661061304865045
Top 6 -> Document ID: ce8hrh5e ; Score: 1.2515410969140406
Top 7 -> Document ID: nrnc8u28 ; Score: 1.2254472323959338
Top 8 -> Document ID: 79v0hdi9 ; Score: 1.22507484628136
Top 9 -> Document ID: ufcvecwo ; Score: 1.2123746798899147
Top 10 -> Document ID: o8383rfh ; Score: 1.1258444298486616
Top 11 -> Document ID: lesa5u2n ; Score: 1.0934669515237925
Top 12 -> Document ID: w4z69is6 ; Score: 1.018952975903045
Top 13 -> Document ID: 1a0fj900 ; Score: 1.0188915218013754
Top 14 -> Document ID: b21szgvy ; Score: 0.9894982184367787
Top 15 -> Document ID: mf3ess25 ; Score: 0.9797100293109432
Top 16 -> Document ID: fuljgago ; Score: 0.9782481710110393
Top 17 -> Document ID: h3mdrikn ; Score: 0.9738329790928728
Top 18 -> Document ID: 77ss8kdg ; Score: 0.9676491152109008
Top 19 -> Document ID: g0iwfpkg ; Score: 0.9667106496983866
Top 20 -> Document ID: j55qog5p ; Score: 0.964318749804481
Top 21 -> Document ID: 6o8dt2bg ; Score: 0.958315983422802
Top 22 -> Document ID: utn21ce1 ; Score: 0.9522326948733282
Top 23 -> Document ID: ikr1bgbc ; Score: 0.9491738853511275
Top 24 -> Document ID: w1u79yzd ; Score: 0.942475576378603
Top 25 -> Document ID: mkebdm73 ; Score: 0.9407198935763768
Top 26 -> Document ID: 2n9fly11 ; Score: 0.9366581827472806
Top 27 -> Document ID: vjusr5xn ; Score: 0.9357191178950657
Top 28 -> Document ID: jtx7ni9b ; Score: 0.9263846293359668
Top 29 -> Document ID: ert02x5u ; Score: 0.9219856535260236
Top 30 -> Document ID: 1mjaycee ; Score: 0.9151844181573052
Top 31 -> Document ID: hquumq7u ; Score: 0.9064274685497024
Top 32 -> Document ID: 5tb29n9s ; Score: 0.9036771863702774
Top 33 -> Document ID: nwyb5fsn ; Score: 0.8987261829556693
Top 34 -> Document ID: lg45goe2 ; Score: 0.8986817830587346
Top 35 -> Document ID: qzy4k1q8 ; Score: 0.8949790433967855
Top 36 -> Document ID: o8j17zzs ; Score: 0.8910883683910857
Top 37 -> Document ID: lwpzlhw2 ; Score: 0.8877957561813313
Top 38 -> Document ID: iypgdijg ; Score: 0.8864190013134103
Top 39 -> Document ID: x6bryq9d ; Score: 0.8827890885272124
Top 40 -> Document ID: 21b6e7in ; Score: 0.8776321095797478
Top 41 -> Document ID: aeogp8c7 ; Score: 0.877094214212272
Top 42 -> Document ID: 602a2xdn ; Score: 0.8683025816557421
Top 43 -> Document ID: d2knbzhl ; Score: 0.8680491508256577
Top 44 -> Document ID: qp13h0un ; Score: 0.8626210845446779
Top 45 -> Document ID: i6um5iu2 ; Score: 0.8622752072905373
Top 46 -> Document ID: 81knkem4 ; Score: 0.8610420626433316
Top 47 -> Document ID: epkw6222 ; Score: 0.8597063919098251
Top 48 -> Document ID: 9p2n8tjx ; Score: 0.8592903245854964
Top 49 -> Document ID: 39m02myb ; Score: 0.85578007667909
Top 50 -> Document ID: msohf5oa ; Score: 0.8507031565922769
Query ID: 18 ; Query: masks prevent coronavirus
Top 1 -> Document ID: wzmfmcpt ; Score: 1.093136299466242
Top 2 -> Document ID: iinq30l8 ; Score: 1.028755688745157
Top 3 -> Document ID: iu1d9i57 ; Score: 1.0284601934242756
Top 4 -> Document ID: tev33cjh ; Score: 0.9881024680677677
Top 5 -> Document ID: 7cb88t8n ; Score: 0.9810691314081332
Top 6 -> Document ID: 9pb2eqoa ; Score: 0.9733468769628106
Top 7 -> Document ID: d2knbzhl ; Score: 0.9732324738014543
Top 8 -> Document ID: 81knkem4 ; Score: 0.9653763221545761
Top 9 -> Document ID: ee63ehmg ; Score: 0.9376742524455517
Top 10 -> Document ID: sasspze6 ; Score: 0.9376742524455517
Top 11 -> Document ID: 5tb29n9s ; Score: 0.9360981011450936
Top 12 -> Document ID: btj4ckkz ; Score: 0.9229189706364312
Top 13 -> Document ID: lwpzlhw2 ; Score: 0.919646898362102
Top 14 -> Document ID: x6bryq9d ; Score: 0.9144606082191472
Top 15 -> Document ID: qz9rzie2 ; Score: 0.9096966498172643
Top 16 -> Document ID: aeogp8c7 ; Score: 0.9085614208623343
Top 17 -> Document ID: 2qjy26ae ; Score: 0.9074782592611864
Top 18 -> Document ID: r3in76wm ; Score: 0.9033842302749021
Top 19 -> Document ID: 602a2xdn ; Score: 0.8994543739364416
Top 20 -> Document ID: 397m2zpp ; Score: 0.8969843004530481
Top 21 -> Document ID: e6mddw5o ; Score: 0.8847519535556344
Top 22 -> Document ID: 5g2hnk1x ; Score: 0.8811549479551112
Top 23 -> Document ID: l4tdjanh ; Score: 0.8734309524279397
Top 24 -> Document ID: b5329o75 ; Score: 0.8732132011503532
Top 25 -> Document ID: 75k84bk1 ; Score: 0.8722472783485749
Top 26 -> Document ID: 50yezncg ; Score: 0.8622808643816209
Top 27 -> Document ID: 2zanmu5z ; Score: 0.8591460259181295
Top 28 -> Document ID: nvq8gsq9 ; Score: 0.8547824691225894
Top 29 -> Document ID: gnxbfcod ; Score: 0.844307732954806
Top 30 -> Document ID: 80dfqjql ; Score: 0.8349259947663606
Top 31 -> Document ID: 9xzs1a1f ; Score: 0.8339663039565552
Top 32 -> Document ID: pgiqxd7v ; Score: 0.8331472032158816
Top 33 -> Document ID: ssa59gng ; Score: 0.8317010425340663
Top 34 -> Document ID: sprvon1t ; Score: 0.8315328698154262
Top 35 -> Document ID: knv0zd26 ; Score: 0.8284037601762944
Top 36 -> Document ID: ejg393zs ; Score: 0.8268712784705925
Top 37 -> Document ID: hrb0shhg ; Score: 0.8261300773813602
Top 38 -> Document ID: 08ds967z ; Score: 0.8247976987141821
Top 39 -> Document ID: 9ai2bmqp ; Score: 0.8231596237216627
Top 40 -> Document ID: m7eonmga ; Score: 0.8225933224158469
Top 41 -> Document ID: kdnfnpla ; Score: 0.8224723237148475
Top 42 -> Document ID: kwq2y3il ; Score: 0.8223706333270888
Top 43 -> Document ID: 573godis ; Score: 0.8209821467648022
Top 44 -> Document ID: jp8y1owf ; Score: 0.8203509788016281
Top 45 -> Document ID: v08cs51n ; Score: 0.8183478080880722
Top 46 -> Document ID: yo5ojr0s ; Score: 0.8161733654139098
Top 47 -> Document ID: 0y8lfjkx ; Score: 0.8112407087806758
Top 48 -> Document ID: 4yvfdqbq ; Score: 0.8080951336550781
Top 49 -> Document ID: zglari8b ; Score: 0.8063677886926635
Top 50 -> Document ID: 57zdu3o2 ; Score: 0.806303940099632
Query ID: 19 ; Query: what alcohol sanitizer kills coronavirus
Top 1 -> Document ID: qlm83r6n ; Score: 0.5201960872082133
Top 2 -> Document ID: 5tb29n9s ; Score: 0.5132381576836672
Top 3 -> Document ID: 6rcezxjx ; Score: 0.5053221770071111
Top 4 -> Document ID: lwpzlhw2 ; Score: 0.5042183925568129
Top 5 -> Document ID: x6bryq9d ; Score: 0.5013748850281393
Top 6 -> Document ID: aeogp8c7 ; Score: 0.49814051456297365
Top 7 -> Document ID: 602a2xdn ; Score: 0.4931473584178364
Top 8 -> Document ID: d2knbzhl ; Score: 0.4930034238643315
Top 9 -> Document ID: 81knkem4 ; Score: 0.48902378922967943
Top 10 -> Document ID: 5g2hnk1x ; Score: 0.4831142607480112
Top 11 -> Document ID: gnxbfcod ; Score: 0.462911894436834
Top 12 -> Document ID: ssa59gng ; Score: 0.45599997510048024
Top 13 -> Document ID: sprvon1t ; Score: 0.45590777038798064
Top 14 -> Document ID: knv0zd26 ; Score: 0.4541921612393095
Top 15 -> Document ID: hrb0shhg ; Score: 0.4529455603035726
Top 16 -> Document ID: 08ds967z ; Score: 0.4522150518540382
Top 17 -> Document ID: 9ai2bmqp ; Score: 0.4513169380876713
Top 18 -> Document ID: m7eonmga ; Score: 0.4510064498615599
Top 19 -> Document ID: kwq2y3il ; Score: 0.4508843552461445
Top 20 -> Document ID: jp8y1owf ; Score: 0.44977703138068964
Top 21 -> Document ID: v08cs51n ; Score: 0.44867874515909206
Top 22 -> Document ID: yo5ojr0s ; Score: 0.4474865549915117
Top 23 -> Document ID: 0y8lfjkx ; Score: 0.44478210809665064
Top 24 -> Document ID: 57zdu3o2 ; Score: 0.44207540667329565
Top 25 -> Document ID: xdg5mkum ; Score: 0.4420665146622316
Top 26 -> Document ID: y4n1gqeb ; Score: 0.44174957267908715
Top 27 -> Document ID: a2x1hvkk ; Score: 0.44128045644421954
Top 28 -> Document ID: iusv19qd ; Score: 0.44059998730178346
Top 29 -> Document ID: 0dac26xk ; Score: 0.44053862322224835
Top 30 -> Document ID: t1iuhx3a ; Score: 0.4370480363491465
Top 31 -> Document ID: ne5r4d4b ; Score: 0.4365946823708054
Top 32 -> Document ID: qp13h0un ; Score: 0.4342093061390028
Top 33 -> Document ID: i6um5iu2 ; Score: 0.4340352052212066
Top 34 -> Document ID: t1qbg7bj ; Score: 0.43237130559004555
Top 35 -> Document ID: 7ve9gs2a ; Score: 0.4322662202736665
Top 36 -> Document ID: 79v0hdi9 ; Score: 0.4311489743834277
Top 37 -> Document ID: stnjl8f8 ; Score: 0.4293724054638216
Top 38 -> Document ID: gbyyehbu ; Score: 0.4272693843257976
Top 39 -> Document ID: paikguqy ; Score: 0.4252920580197171
Top 40 -> Document ID: fjsrg656 ; Score: 0.4235969284703911
Top 41 -> Document ID: dopa8hxy ; Score: 0.4235465241728338
Top 42 -> Document ID: gl65i3s0 ; Score: 0.42345540087968964
Top 43 -> Document ID: klesewbt ; Score: 0.4227988942200103
Top 44 -> Document ID: utn21ce1 ; Score: 0.42236583265548727
Top 45 -> Document ID: cza4qsv5 ; Score: 0.42161748232546975
Top 46 -> Document ID: ipoj13va ; Score: 0.418489633832776
Top 47 -> Document ID: a3groawt ; Score: 0.41726335165268025
Top 48 -> Document ID: 944w4qgq ; Score: 0.4171314244723809
Top 49 -> Document ID: nc05llre ; Score: 0.4161837699199381
Top 50 -> Document ID: ubg3mj4u ; Score: 0.41613560732081384
Query ID: 20 ; Query: coronavirus and ACE inhibitors
Top 1 -> Document ID: 6xlb7bfa ; Score: 0.4791148005384158
Top 2 -> Document ID: nthxicak ; Score: 0.4183167055300773
Top 3 -> Document ID: nc05llre ; Score: 0.40009044135824007
Top 4 -> Document ID: gic43uwz ; Score: 0.4000085125511582
Top 5 -> Document ID: hui5jaiu ; Score: 0.3845975584668472
Top 6 -> Document ID: hzr4oel0 ; Score: 0.3833831681989126
Top 7 -> Document ID: p4kuno89 ; Score: 0.3800197501686383
Top 8 -> Document ID: 8n4dlkjo ; Score: 0.3669141563414321
Top 9 -> Document ID: 6s79du0w ; Score: 0.3656715725844698
Top 10 -> Document ID: 7ibc0yvr ; Score: 0.3581589686122529
Top 11 -> Document ID: sty7myg4 ; Score: 0.3564357684422118
Top 12 -> Document ID: hsa107za ; Score: 0.35627130987566547
Top 13 -> Document ID: 5gt5r2uu ; Score: 0.35338360802059454
Top 14 -> Document ID: zutavvrf ; Score: 0.3488935891902863
Top 15 -> Document ID: 5fbcjhqj ; Score: 0.3487256815759393
Top 16 -> Document ID: i9cy9at7 ; Score: 0.3480380110810462
Top 17 -> Document ID: 0kgkj906 ; Score: 0.3440725448277789
Top 18 -> Document ID: elo7kfun ; Score: 0.3425893096723364
Top 19 -> Document ID: g8iz65wm ; Score: 0.3417343205267478
Top 20 -> Document ID: qhld3bbh ; Score: 0.34162924948294915
Top 21 -> Document ID: 61xioybu ; Score: 0.3319321060581006
Top 22 -> Document ID: 3446eyi3 ; Score: 0.3287161916221311
Top 23 -> Document ID: fcrusu9m ; Score: 0.328039237989165
Top 24 -> Document ID: kfkqsk93 ; Score: 0.3279041305521426
Top 25 -> Document ID: 5xcil8eb ; Score: 0.3276393216090377
Top 26 -> Document ID: gylxdjvi ; Score: 0.32103155096133856
Top 27 -> Document ID: ipoj13va ; Score: 0.3195140197085131
Top 28 -> Document ID: m52qnhtm ; Score: 0.3181678038679096
Top 29 -> Document ID: 4p7gboaq ; Score: 0.3157696114970424
Top 30 -> Document ID: dkxhbmic ; Score: 0.313784405476324
Top 31 -> Document ID: bk8fdnvb ; Score: 0.3129728077488293
Top 32 -> Document ID: 79v0hdi9 ; Score: 0.312477550599106
Top 33 -> Document ID: sar4kbzs ; Score: 0.3115543772764042
Top 34 -> Document ID: 5d7rixs6 ; Score: 0.30984594089969175
Top 35 -> Document ID: ee3v08wd ; Score: 0.3090462043328277
Top 36 -> Document ID: jalijjmg ; Score: 0.3085407148980168
Top 37 -> Document ID: gr7032mf ; Score: 0.3044738496973106
Top 38 -> Document ID: dv405298 ; Score: 0.30440738718914084
Top 39 -> Document ID: mx4t6s6n ; Score: 0.3033505263734269
Top 40 -> Document ID: rv26qfmf ; Score: 0.30277519225623384
Top 41 -> Document ID: dtklfker ; Score: 0.3018161242452809
Top 42 -> Document ID: sub4i9lr ; Score: 0.30174638647584656
Top 43 -> Document ID: p5vizh8g ; Score: 0.3009968149779331
Top 44 -> Document ID: r8fmq65g ; Score: 0.3007133261354558
Top 45 -> Document ID: 6fq07ifm ; Score: 0.2970110060929917
Top 46 -> Document ID: 5tb29n9s ; Score: 0.2945534864136235
Top 47 -> Document ID: qxlbzt8v ; Score: 0.29430889650095715
Top 48 -> Document ID: 4wsfxjey ; Score: 0.29424793663873483
Top 49 -> Document ID: k7myxo6p ; Score: 0.2916000805617468
Top 50 -> Document ID: lwpzlhw2 ; Score: 0.28937693586886754
Query ID: 21 ; Query: coronavirus mortality
Top 1 -> Document ID: wit4v3n6 ; Score: 0.9733100804144534
Top 2 -> Document ID: 5tb29n9s ; Score: 0.9312681576920044
Top 3 -> Document ID: lwpzlhw2 ; Score: 0.9149018374433112
Top 4 -> Document ID: x6bryq9d ; Score: 0.9097423067693599
Top 5 -> Document ID: aeogp8c7 ; Score: 0.9038735571853805
Top 6 -> Document ID: 602a2xdn ; Score: 0.8948134994816888
Top 7 -> Document ID: d2knbzhl ; Score: 0.8945523309296939
Top 8 -> Document ID: 81knkem4 ; Score: 0.8873313031105116
Top 9 -> Document ID: 5g2hnk1x ; Score: 0.8766084922291281
Top 10 -> Document ID: gvjiexfm ; Score: 0.8673731129273514
Top 11 -> Document ID: gnxbfcod ; Score: 0.8399513961540057
Top 12 -> Document ID: ssa59gng ; Score: 0.8274097519092899
Top 13 -> Document ID: sprvon1t ; Score: 0.8272424469038953
Top 14 -> Document ID: knv0zd26 ; Score: 0.8241294823916439
Top 15 -> Document ID: ejg393zs ; Score: 0.8226049077631727
Top 16 -> Document ID: hrb0shhg ; Score: 0.8218675310160091
Top 17 -> Document ID: 08ds967z ; Score: 0.8205420269633746
Top 18 -> Document ID: 9ai2bmqp ; Score: 0.8189124038730397
Top 19 -> Document ID: m7eonmga ; Score: 0.8183490244867119
Top 20 -> Document ID: kwq2y3il ; Score: 0.8181274843968729
Top 21 -> Document ID: jp8y1owf ; Score: 0.816118250592425
Top 22 -> Document ID: v08cs51n ; Score: 0.8141254155490959
Top 23 -> Document ID: yo5ojr0s ; Score: 0.8119621922494258
Top 24 -> Document ID: 0y8lfjkx ; Score: 0.807054986423733
Top 25 -> Document ID: 57zdu3o2 ; Score: 0.8021436897669795
Top 26 -> Document ID: xdg5mkum ; Score: 0.8021275552558607
Top 27 -> Document ID: y4n1gqeb ; Score: 0.8015524655585741
Top 28 -> Document ID: a2x1hvkk ; Score: 0.8007012564166812
Top 29 -> Document ID: iusv19qd ; Score: 0.7994665484450396
Top 30 -> Document ID: 0dac26xk ; Score: 0.7993552036191696
Top 31 -> Document ID: t1iuhx3a ; Score: 0.7930215506007575
Top 32 -> Document ID: ne5r4d4b ; Score: 0.7921989419971853
Top 33 -> Document ID: qp13h0un ; Score: 0.7878706883481996
Top 34 -> Document ID: i6um5iu2 ; Score: 0.7875547830739302
Top 35 -> Document ID: t1qbg7bj ; Score: 0.7845356452313951
Top 36 -> Document ID: 7ve9gs2a ; Score: 0.7843449684324866
Top 37 -> Document ID: 79v0hdi9 ; Score: 0.7823177311620011
Top 38 -> Document ID: stnjl8f8 ; Score: 0.7790941554398816
Top 39 -> Document ID: cqtypjck ; Score: 0.7766490447550909
Top 40 -> Document ID: gbyyehbu ; Score: 0.7752782337445152
Top 41 -> Document ID: sdr7dkbg ; Score: 0.7744202921606229
Top 42 -> Document ID: kb900d1f ; Score: 0.7721562343343957
Top 43 -> Document ID: paikguqy ; Score: 0.7716903847144856
Top 44 -> Document ID: 7vvfjb5o ; Score: 0.7710153402544676
Top 45 -> Document ID: fjsrg656 ; Score: 0.7686145803363101
Top 46 -> Document ID: dopa8hxy ; Score: 0.7685231219818928
Top 47 -> Document ID: gl65i3s0 ; Score: 0.7683577792066943
Top 48 -> Document ID: klesewbt ; Score: 0.7671665510442535
Top 49 -> Document ID: utn21ce1 ; Score: 0.7663807629275227
Top 50 -> Document ID: a5x8bmfr ; Score: 0.7651959747320372
Query ID: 22 ; Query: coronavirus heart impacts
Top 1 -> Document ID: h6ezeyzd ; Score: 0.9619097277597591
Top 2 -> Document ID: 5tb29n9s ; Score: 0.8882815087721004
Top 3 -> Document ID: lwpzlhw2 ; Score: 0.8726706457532398
Top 4 -> Document ID: x6bryq9d ; Score: 0.8677492751965873
Top 5 -> Document ID: aeogp8c7 ; Score: 0.8621514227498951
Top 6 -> Document ID: wjcpvg0o ; Score: 0.8542700740313598
Top 7 -> Document ID: 602a2xdn ; Score: 0.8535095706043831
Top 8 -> Document ID: d2knbzhl ; Score: 0.8532604573994554
Top 9 -> Document ID: gnxbfcod ; Score: 0.8501572387501432
Top 10 -> Document ID: 81knkem4 ; Score: 0.8463727468800649
Top 11 -> Document ID: 5g2hnk1x ; Score: 0.8361448930129264
Top 12 -> Document ID: ssa59gng ; Score: 0.7892171301338629
Top 13 -> Document ID: sprvon1t ; Score: 0.7890575478036934
Top 14 -> Document ID: knv0zd26 ; Score: 0.7860882754293972
Top 15 -> Document ID: hrb0shhg ; Score: 0.783930734055173
Top 16 -> Document ID: 08ds967z ; Score: 0.7826664142885918
Top 17 -> Document ID: 9ai2bmqp ; Score: 0.7811120133940093
Top 18 -> Document ID: m7eonmga ; Score: 0.7805746391831928
Top 19 -> Document ID: kwq2y3il ; Score: 0.7803633252199371
Top 20 -> Document ID: jp8y1owf ; Score: 0.7784468361608523
Top 21 -> Document ID: v08cs51n ; Score: 0.7765459889082098
Top 22 -> Document ID: yo5ojr0s ; Score: 0.7744826183950332
Top 23 -> Document ID: 0y8lfjkx ; Score: 0.7698019255583913
Top 24 -> Document ID: c3kngf3f ; Score: 0.7693433734614591
Top 25 -> Document ID: j0z20rx5 ; Score: 0.7667920025163623
Top 26 -> Document ID: 57zdu3o2 ; Score: 0.7651173307204229
Top 27 -> Document ID: xdg5mkum ; Score: 0.7651019409663959
Top 28 -> Document ID: y4n1gqeb ; Score: 0.7645533969839077
Top 29 -> Document ID: a2x1hvkk ; Score: 0.7637414790260176
Top 30 -> Document ID: iusv19qd ; Score: 0.7625637642605296
Top 31 -> Document ID: 0dac26xk ; Score: 0.7624575590294145
Top 32 -> Document ID: 6shr9ler ; Score: 0.7581984960880372
Top 33 -> Document ID: t1iuhx3a ; Score: 0.756416262746744
Top 34 -> Document ID: ne5r4d4b ; Score: 0.7556316251474935
Top 35 -> Document ID: qp13h0un ; Score: 0.7515031604835691
Top 36 -> Document ID: i6um5iu2 ; Score: 0.7512018371629559
Top 37 -> Document ID: n4najc74 ; Score: 0.7501978677525926
Top 38 -> Document ID: t1qbg7bj ; Score: 0.7483220604887437
Top 39 -> Document ID: 7ve9gs2a ; Score: 0.7481401851897513
Top 40 -> Document ID: 79v0hdi9 ; Score: 0.7462065236912966
Top 41 -> Document ID: stnjl8f8 ; Score: 0.7431317458387154
Top 42 -> Document ID: gbyyehbu ; Score: 0.7394919642646124
Top 43 -> Document ID: paikguqy ; Score: 0.7360697276904126
Top 44 -> Document ID: fjsrg656 ; Score: 0.7331359001659059
Top 45 -> Document ID: dopa8hxy ; Score: 0.7330486634614393
Top 46 -> Document ID: gl65i3s0 ; Score: 0.7328909527863725
Top 47 -> Document ID: klesewbt ; Score: 0.7317547108342722
Top 48 -> Document ID: utn21ce1 ; Score: 0.7310051941154415
Top 49 -> Document ID: ipoj13va ; Score: 0.7242965040326967
Top 50 -> Document ID: a3groawt ; Score: 0.722174129129724
Query ID: 23 ; Query: coronavirus hypertension
Top 1 -> Document ID: 5tb29n9s ; Score: 1.0267071968755146
Top 2 -> Document ID: lwpzlhw2 ; Score: 1.0086636090572139
Top 3 -> Document ID: x6bryq9d ; Score: 1.0029753148406753
Top 4 -> Document ID: aeogp8c7 ; Score: 0.9965051189204531
Top 5 -> Document ID: 602a2xdn ; Score: 0.9865165604460162
Top 6 -> Document ID: d2knbzhl ; Score: 0.9862286265896764
Top 7 -> Document ID: 81knkem4 ; Score: 0.9782675670714739
Top 8 -> Document ID: 5g2hnk1x ; Score: 0.9664458516915172
Top 9 -> Document ID: gnxbfcod ; Score: 0.9260320309826031
Top 10 -> Document ID: ssa59gng ; Score: 0.9122050829651658
Top 11 -> Document ID: sprvon1t ; Score: 0.912020632061639
Top 12 -> Document ID: knv0zd26 ; Score: 0.908588641993099
Top 13 -> Document ID: hrb0shhg ; Score: 0.9060948793349808
Top 14 -> Document ID: 08ds967z ; Score: 0.9046335338148032
Top 15 -> Document ID: 9ai2bmqp ; Score: 0.9028369022632765
Top 16 -> Document ID: m7eonmga ; Score: 0.9022157861371248
Top 17 -> Document ID: kwq2y3il ; Score: 0.9019715419817165
Top 18 -> Document ID: jp8y1owf ; Score: 0.8997563961183117
Top 19 -> Document ID: v08cs51n ; Score: 0.8975593296082287
Top 20 -> Document ID: yo5ojr0s ; Score: 0.8951744129632481
Top 21 -> Document ID: 0y8lfjkx ; Score: 0.8897643025711192
Top 22 -> Document ID: 57zdu3o2 ; Score: 0.884349682107797
Top 23 -> Document ID: xdg5mkum ; Score: 0.8843318940855749
Top 24 -> Document ID: y4n1gqeb ; Score: 0.8836978675421179
Top 25 -> Document ID: a2x1hvkk ; Score: 0.8827594240392351
Top 26 -> Document ID: iusv19qd ; Score: 0.8813981796435653
Top 27 -> Document ID: 0dac26xk ; Score: 0.8812754238797056
Top 28 -> Document ID: t1iuhx3a ; Score: 0.8742926798839996
Top 29 -> Document ID: ne5r4d4b ; Score: 0.8733857679848617
Top 30 -> Document ID: qp13h0un ; Score: 0.86861394245361
Top 31 -> Document ID: i6um5iu2 ; Score: 0.8682656622982708
Top 32 -> Document ID: t1qbg7bj ; Score: 0.8649371145264108
Top 33 -> Document ID: 7ve9gs2a ; Score: 0.8647268966207522
Top 34 -> Document ID: 79v0hdi9 ; Score: 0.862491902244331
Top 35 -> Document ID: stnjl8f8 ; Score: 0.858937965211011
Top 36 -> Document ID: gbyyehbu ; Score: 0.8547309768854832
Top 37 -> Document ID: paikguqy ; Score: 0.8507754347679866
Top 38 -> Document ID: fjsrg656 ; Score: 0.8473844131109374
Top 39 -> Document ID: dopa8hxy ; Score: 0.8472835818413195
Top 40 -> Document ID: gl65i3s0 ; Score: 0.847101294262983
Top 41 -> Document ID: klesewbt ; Score: 0.8457879856124113
Top 42 -> Document ID: utn21ce1 ; Score: 0.844921667669504
Top 43 -> Document ID: ipoj13va ; Score: 0.8371675263060496
Top 44 -> Document ID: a3groawt ; Score: 0.8347144102996585
Top 45 -> Document ID: 944w4qgq ; Score: 0.8344504965912776
Top 46 -> Document ID: nc05llre ; Score: 0.8325547611815489
Top 47 -> Document ID: ubg3mj4u ; Score: 0.8324584143172311
Top 48 -> Document ID: i98p6e8q ; Score: 0.83088473161844
Top 49 -> Document ID: 80dfqjql ; Score: 0.8283868870535737
Top 50 -> Document ID: v5sya5to ; Score: 0.8279495603867959
Query ID: 24 ; Query: coronavirus diabetes
Top 1 -> Document ID: 5tb29n9s ; Score: 1.0179639699189102
Top 2 -> Document ID: 3bj567gr ; Score: 1.0177612615664213
Top 3 -> Document ID: lwpzlhw2 ; Score: 1.0000740375769586
Top 4 -> Document ID: x6bryq9d ; Score: 0.9944341837020115
Top 5 -> Document ID: aeogp8c7 ; Score: 0.9880190866371945
Top 6 -> Document ID: 89ovdnxl ; Score: 0.9826131324615499
Top 7 -> Document ID: 602a2xdn ; Score: 0.978115588668788
Top 8 -> Document ID: d2knbzhl ; Score: 0.977830106797846
Top 9 -> Document ID: 81knkem4 ; Score: 0.9699368420222872
Top 10 -> Document ID: bc1huphj ; Score: 0.9691838732618526
Top 11 -> Document ID: 5g2hnk1x ; Score: 0.958215797934884
Top 12 -> Document ID: gnxbfcod ; Score: 0.9181461329966871
Top 13 -> Document ID: bs8p50ig ; Score: 0.9139348937476685
Top 14 -> Document ID: ssa59gng ; Score: 0.9044369324198067
Top 15 -> Document ID: sprvon1t ; Score: 0.904254052262172
Top 16 -> Document ID: knv0zd26 ; Score: 0.9008512883139644
Top 17 -> Document ID: x9omoft6 ; Score: 0.9000016608649126
Top 18 -> Document ID: hrb0shhg ; Score: 0.8983787620248542
Top 19 -> Document ID: 08ds967z ; Score: 0.896929861022046
Top 20 -> Document ID: 9ai2bmqp ; Score: 0.895148529214653
Top 21 -> Document ID: m7eonmga ; Score: 0.8945327023854635
Top 22 -> Document ID: kwq2y3il ; Score: 0.8942905381629611
Top 23 -> Document ID: jp8y1owf ; Score: 0.8920942560253435
Top 24 -> Document ID: v08cs51n ; Score: 0.8899158992809999
Top 25 -> Document ID: n52mmprb ; Score: 0.8896771188100755
Top 26 -> Document ID: yo5ojr0s ; Score: 0.8875512920948047
Top 27 -> Document ID: 0y8lfjkx ; Score: 0.8821872530881327
Top 28 -> Document ID: 4dyuper0 ; Score: 0.8781297611798172
Top 29 -> Document ID: 57zdu3o2 ; Score: 0.8768187424171046
Top 30 -> Document ID: xdg5mkum ; Score: 0.8768011058740148
Top 31 -> Document ID: y4n1gqeb ; Score: 0.8761724785699737
Top 32 -> Document ID: a2x1hvkk ; Score: 0.8752420266586144
Top 33 -> Document ID: iusv19qd ; Score: 0.8738923743397616
Top 34 -> Document ID: 0dac26xk ; Score: 0.8737706639386956
Top 35 -> Document ID: bevg0mdx ; Score: 0.8706641555056172
Top 36 -> Document ID: eqewn6j4 ; Score: 0.8676801149406239
Top 37 -> Document ID: t1iuhx3a ; Score: 0.8668473835522058
Top 38 -> Document ID: ne5r4d4b ; Score: 0.8659481947279503
Top 39 -> Document ID: qp13h0un ; Score: 0.8612170050797858
Top 40 -> Document ID: i6um5iu2 ; Score: 0.8608716908064936
Top 41 -> Document ID: t1qbg7bj ; Score: 0.8575714882616795
Top 42 -> Document ID: 7ve9gs2a ; Score: 0.8573630605283944
Top 43 -> Document ID: 79v0hdi9 ; Score: 0.8551470989036081
Top 44 -> Document ID: stnjl8f8 ; Score: 0.8516234264658479
Top 45 -> Document ID: gbyyehbu ; Score: 0.8474522639861364
Top 46 -> Document ID: paikguqy ; Score: 0.8435304064503539
Top 47 -> Document ID: fjsrg656 ; Score: 0.8401682620350857
Top 48 -> Document ID: dopa8hxy ; Score: 0.8400682894237856
Top 49 -> Document ID: gl65i3s0 ; Score: 0.8398875541689096
Top 50 -> Document ID: klesewbt ; Score: 0.8385854293842259
Query ID: 25 ; Query: coronavirus biomarkers
Top 1 -> Document ID: 5tb29n9s ; Score: 1.0153024924432001
Top 2 -> Document ID: lwpzlhw2 ; Score: 0.9974593335169852
Top 3 -> Document ID: x6bryq9d ; Score: 0.9918342250991449
Top 4 -> Document ID: aeogp8c7 ; Score: 0.9854359003728851
Top 5 -> Document ID: 602a2xdn ; Score: 0.9755582952037845
Top 6 -> Document ID: d2knbzhl ; Score: 0.9752735597281881
Top 7 -> Document ID: 81knkem4 ; Score: 0.9674009319761692
